"z","dest","src","probability","transition energy (in eV)"
74,2,9,"9.84863E-04","1.02911E+04"
74,2,11,"5.56691E-03","1.15884E+04"
74,2,12,"7.38562E-03","1.16574E+04"
74,2,13,"9.30572E-05","1.18170E+04"
74,2,14,"1.45270E-04","1.18297E+04"
74,2,18,"8.62022E-04","1.20210E+04"
74,2,19,"1.10780E-03","1.20314E+04"
74,2,20,"2.46501E-06","1.20687E+04"
74,2,21,"3.71561E-06","1.20696E+04"
74,3,4,"3.19950E-06","1.36700E+03"
74,3,5,"6.76290E-03","8.72442E+03"
74,3,7,"2.11970E-04","9.26872E+03"
74,3,8,"2.39390E-01","9.67258E+03"
74,3,10,"1.61060E-03","1.09883E+04"
74,3,12,"5.48840E-05","1.11534E+04"
74,3,13,"4.45530E-02","1.13130E+04"
74,3,15,"1.17470E-04","1.15274E+04"
74,3,17,"3.08850E-04","1.14879E+04"
74,3,19,"1.14250E-05","1.15274E+04"
74,3,20,"1.22050E-03","1.15647E+04"
74,4,5,"1.25270E-02","7.38782E+03"
74,4,6,"1.07220E-04","7.63141E+03"
74,4,7,"9.71278E-05","7.92644E+03"
74,4,8,"2.12730E-02","8.33534E+03"
74,4,9,"1.87700E-01","8.39824E+03"
74,4,10,"2.33790E-03","9.62130E+03"
74,4,11,"2.26230E-05","9.71739E+03"
74,4,12,"2.23060E-05","9.78638E+03"
74,4,13,"3.71129E-03","9.94595E+03"
74,4,14,"3.32849E-02","9.95866E+03"
74,4,15,"1.73100E-05","1.01604E+04"
74,4,16,"9.71988E-05","1.01628E+04"
74,4,17,"4.73079E-04","1.01209E+04"
74,4,18,"4.83819E-06","1.01500E+04"
74,4,19,"4.56019E-06","1.01604E+04"
74,4,20,"1.01660E-04","1.01977E+04"
74,4,21,"8.69029E-04","1.01986E+04"
74,5,6,"9.99486E-06","2.28700E+02"
74,5,7,"2.53380E-04","5.25300E+02"
74,5,11,"9.57163E-04","2.30789E+03"
74,5,12,"9.07619E-04","2.37688E+03"
74,5,18,"2.11596E-04","2.74048E+03"
74,5,19,"1.96392E-04","2.75085E+03"
74,6,8,"7.65090E-04","6.86700E+02"
74,6,10,"6.16630E-04","1.98310E+03"
74,6,13,"3.24490E-03","2.30775E+03"
74,6,17,"1.20370E-04","2.48266E+03"
74,6,20,"1.02610E-04","2.55953E+03"
74,7,8,"1.67441E-05","3.90100E+02"
74,7,9,"2.50336E-04","4.55000E+02"
74,7,10,"1.02007E-03","1.68650E+03"
74,7,13,"4.94185E-04","2.01115E+03"
74,7,14,"3.88694E-03","2.02386E+03"
74,7,17,"1.89647E-04","2.18606E+03"
74,7,20,"1.48830E-05","2.26293E+03"
74,7,21,"1.13560E-04","2.26379E+03"
74,8,11,"2.18769E-03","1.39249E+03"
74,8,12,"2.27399E-04","1.46148E+03"
74,8,15,"1.69359E-02","1.83549E+03"
74,8,18,"5.10618E-04","1.82508E+03"
74,8,19,"5.38308E-05","1.83545E+03"
74,9,12,"1.92510E-03","1.39658E+03"
74,9,15,"9.16648E-04","1.77059E+03"
74,9,16,"1.78440E-02","1.77295E+03"
74,9,19,"5.18729E-04","1.77055E+03"
74,10,11,"1.87541E-05","9.60900E+01"
74,10,12,"1.98477E-04","1.65080E+02"
74,10,18,"1.10697E-04","5.28680E+02"
74,10,19,"5.96477E-05","5.39050E+02"
74,11,13,"6.79719E-04","2.28560E+02"
74,11,17,"1.50163E-04","4.03470E+02"
74,11,20,"3.54341E-06","4.80340E+02"
74,12,13,"1.57095E-05","1.59570E+02"
74,12,14,"1.78740E-04","1.72280E+02"
74,12,17,"1.07774E-04","3.34480E+02"
74,12,20,"1.04331E-06","4.11350E+02"
74,12,21,"5.77166E-06","4.12210E+02"
74,13,15,"1.00610E-04","2.14440E+02"
74,13,18,"2.44321E-05","2.04030E+02"
74,13,19,"3.52741E-06","2.14400E+02"
74,14,15,"4.59460E-06","2.01730E+02"
74,14,16,"9.60791E-05","2.04090E+02"
74,14,19,"2.28870E-05","2.01690E+02"
75,1,3,"2.77291E-01","5.97186E+04"
75,1,4,"4.79452E-01","6.11410E+04"
75,1,6,"5.18162E-02","6.89952E+04"
75,1,7,"1.00130E-01","6.93103E+04"
75,1,8,"1.15521E-03","6.97196E+04"
75,1,9,"1.44981E-03","6.97863E+04"
75,1,11,"1.18591E-02","7.13392E+04"
75,1,12,"2.30381E-02","7.14134E+04"
75,1,13,"2.82531E-04","7.15777E+04"
75,1,14,"3.53082E-04","7.15915E+04"
75,1,18,"2.70201E-03","7.17950E+04"
75,1,19,"5.49572E-03","7.18066E+04"
75,1,20,"1.12561E-05","7.18465E+04"
75,1,21,"1.34681E-05","7.18475E+04"
75,2,3,"1.06919E-05","5.15000E+02"
75,2,4,"1.41849E-03","1.97000E+03"
75,2,6,"2.25049E-02","9.84635E+03"
75,2,7,"2.77469E-02","1.01599E+04"
75,2,8,"6.71807E-04","1.05771E+04"
75,2,9,"1.00589E-03","1.06435E+04"
75,2,11,"5.56097E-03","1.19912E+04"
75,2,12,"7.28386E-03","1.20654E+04"
75,2,13,"9.59785E-05","1.22297E+04"
75,2,14,"1.50119E-04","1.22435E+04"
75,2,18,"8.91715E-04","1.24470E+04"
75,2,19,"1.13359E-03","1.24586E+04"
75,2,20,"3.61798E-06","1.24985E+04"
75,2,21,"5.48207E-06","1.24995E+04"
75,3,4,"3.76046E-06","1.45500E+03"
75,3,5,"6.95902E-03","9.02727E+03"
75,3,7,"2.27937E-04","9.59100E+03"
75,3,8,"2.49727E-01","1.00100E+04"
75,3,10,"1.68178E-03","1.13772E+04"
75,3,12,"5.95353E-05","1.15504E+04"
75,3,13,"4.70355E-02","1.17147E+04"
75,3,15,"1.33189E-04","1.19374E+04"
75,3,17,"3.25726E-04","1.19014E+04"
75,3,19,"1.22349E-05","1.19436E+04"
75,3,20,"1.80548E-03","1.19835E+04"
75,4,5,"1.29250E-02","7.60367E+03"
75,4,6,"1.13550E-04","7.85245E+03"
75,4,7,"1.02810E-04","8.16855E+03"
75,4,8,"2.20981E-02","8.58627E+03"
75,4,9,"1.94931E-01","8.65255E+03"
75,4,10,"2.47281E-03","9.92217E+03"
75,4,11,"2.42861E-05","1.00212E+04"
75,4,12,"2.40311E-05","1.00954E+04"
75,4,13,"3.88941E-03","1.02597E+04"
75,4,14,"3.49331E-02","1.02735E+04"
75,4,15,"1.96281E-05","1.04824E+04"
75,4,16,"1.10160E-04","1.04850E+04"
75,4,17,"5.04352E-04","1.04464E+04"
75,4,18,"5.15932E-06","1.04770E+04"
75,4,19,"4.92282E-06","1.04886E+04"
75,4,20,"1.48611E-04","1.05285E+04"
75,4,21,"1.27200E-03","1.05295E+04"
75,5,6,"1.00129E-05","2.34200E+02"
75,5,7,"2.74692E-04","5.51100E+02"
75,5,11,"1.02578E-03","2.39477E+03"
75,5,12,"9.49777E-04","2.46901E+03"
75,5,18,"2.25847E-04","2.85063E+03"
75,5,19,"2.07090E-04","2.86220E+03"
75,6,8,"7.95538E-04","7.15600E+02"
75,6,10,"6.33628E-04","2.06157E+03"
75,6,13,"3.34979E-03","2.39914E+03"
75,6,17,"1.25580E-04","2.58583E+03"
75,6,20,"1.48320E-04","2.66788E+03"
75,7,8,"1.65191E-05","3.98700E+02"
75,7,9,"2.52006E-04","4.67800E+02"
75,7,10,"1.06407E-03","1.74467E+03"
75,7,13,"5.17077E-04","2.08224E+03"
75,7,14,"4.05705E-03","2.09596E+03"
75,7,17,"2.00810E-04","2.26893E+03"
75,7,20,"2.18139E-05","2.35098E+03"
75,7,21,"1.65882E-04","2.35200E+03"
75,8,11,"2.13300E-03","1.44497E+03"
75,8,12,"2.21570E-04","1.51921E+03"
75,8,15,"1.86930E-02","1.90616E+03"
75,8,18,"5.09561E-04","1.90083E+03"
75,8,19,"5.34281E-05","1.91240E+03"
75,9,12,"1.84402E-03","1.45011E+03"
75,9,15,"1.00031E-03","1.83706E+03"
75,9,16,"1.94873E-02","1.83971E+03"
75,9,19,"4.97526E-04","1.84330E+03"
75,10,11,"1.88799E-05","9.90000E+01"
75,10,12,"2.11297E-04","1.73240E+02"
75,10,18,"1.19992E-04","5.54860E+02"
75,10,19,"6.21263E-05","5.66430E+02"
75,11,13,"7.20480E-04","2.38570E+02"
75,11,17,"1.57589E-04","4.25260E+02"
75,11,20,"5.85672E-06","5.07310E+02"
75,12,13,"1.61550E-05","1.64330E+02"
75,12,14,"1.86197E-04","1.78050E+02"
75,12,17,"1.16563E-04","3.51020E+02"
75,12,20,"1.70511E-06","4.33070E+02"
75,12,21,"9.51033E-06","4.34090E+02"
75,13,15,"1.15051E-04","2.22620E+02"
75,13,18,"2.73821E-05","2.17290E+02"
75,13,19,"3.91522E-06","2.28860E+02"
75,14,15,"5.22250E-06","2.08900E+02"
75,14,16,"1.09670E-04","2.11550E+02"
75,14,19,"2.56050E-05","2.15140E+02"
76,1,3,"2.77960E-01","6.14873E+04"
76,1,4,"4.78841E-01","6.30011E+04"
76,1,6,"5.19851E-02","7.10781E+04"
76,1,7,"1.00480E-01","7.14139E+04"
76,1,8,"1.19460E-03","7.18238E+04"
76,1,9,"1.49180E-03","7.18947E+04"
76,1,11,"1.19700E-02","7.35199E+04"
76,1,12,"2.32740E-02","7.35998E+04"
76,1,13,"2.95820E-04","7.37689E+04"
76,1,14,"3.67951E-04","7.37837E+04"
76,1,18,"2.73420E-03","7.40000E+04"
76,1,19,"5.52131E-03","7.40129E+04"
76,1,20,"1.55170E-05","7.40552E+04"
76,1,21,"1.86500E-05","7.40564E+04"
76,2,3,"1.05399E-05","5.26000E+02"
76,2,4,"1.53689E-03","2.07300E+03"
76,2,6,"2.31599E-02","1.01755E+04"
76,2,7,"2.81029E-02","1.05110E+04"
76,2,8,"7.11366E-04","1.09377E+04"
76,2,9,"1.06509E-03","1.10072E+04"
76,2,11,"5.75727E-03","1.24039E+04"
76,2,12,"7.44516E-03","1.24838E+04"
76,2,13,"1.02629E-04","1.26529E+04"
76,2,14,"1.60809E-04","1.26677E+04"
76,2,18,"9.53485E-04","1.28840E+04"
76,2,19,"1.19919E-03","1.28969E+04"
76,2,20,"5.12707E-06","1.29392E+04"
76,2,21,"7.80356E-06","1.29404E+04"
76,3,4,"4.40747E-06","1.54700E+03"
76,3,5,"7.15755E-03","9.33707E+03"
76,3,7,"2.44538E-04","9.93450E+03"
76,3,8,"2.59988E-01","1.03554E+04"
76,3,10,"1.75479E-03","1.17760E+04"
76,3,12,"6.44366E-05","1.19578E+04"
76,3,13,"4.95537E-02","1.21269E+04"
76,3,15,"1.49999E-04","1.23578E+04"
76,3,17,"3.43268E-04","1.23259E+04"
76,3,19,"1.30909E-05","1.23709E+04"
76,3,20,"2.51868E-03","1.24132E+04"
76,4,5,"1.33289E-02","7.82233E+03"
76,4,6,"1.20159E-04","8.07860E+03"
76,4,7,"1.08769E-04","8.41410E+03"
76,4,8,"2.29258E-02","8.84110E+03"
76,4,9,"2.02138E-01","8.91183E+03"
76,4,10,"2.61217E-03","1.02290E+04"
76,4,11,"2.60167E-05","1.03309E+04"
76,4,12,"2.58597E-05","1.04108E+04"
76,4,13,"4.07416E-03","1.05799E+04"
76,4,14,"3.66146E-02","1.05947E+04"
76,4,15,"2.21258E-05","1.08108E+04"
76,4,16,"1.24149E-04","1.08137E+04"
76,4,17,"5.37164E-04","1.07789E+04"
76,4,18,"5.49644E-06","1.08110E+04"
76,4,19,"5.30834E-06","1.08239E+04"
76,4,20,"2.06268E-04","1.08662E+04"
76,4,21,"1.76708E-03","1.08674E+04"
76,5,6,"9.86163E-06","2.39800E+02"
76,5,7,"2.92478E-04","5.78300E+02"
76,5,11,"1.08018E-03","2.48393E+03"
76,5,12,"9.75962E-04","2.56377E+03"
76,5,18,"2.36828E-04","2.96399E+03"
76,5,19,"2.14563E-04","2.97685E+03"
76,6,8,"8.27133E-04","7.45700E+02"
76,6,10,"6.50222E-04","2.14217E+03"
76,6,13,"3.45051E-03","2.49312E+03"
76,6,17,"1.30870E-04","2.69208E+03"
76,6,20,"2.03151E-04","2.77941E+03"
76,7,8,"1.62828E-05","4.07200E+02"
76,7,9,"2.53502E-04","4.80800E+02"
76,7,10,"1.10834E-03","1.80367E+03"
76,7,13,"5.39917E-04","2.15462E+03"
76,7,14,"4.22536E-03","2.16941E+03"
76,7,17,"2.12359E-04","2.35358E+03"
76,7,20,"3.00550E-05","2.44091E+03"
76,7,21,"2.29717E-04","2.44210E+03"
76,8,11,"2.10190E-03","1.49843E+03"
76,8,12,"2.15420E-04","1.57827E+03"
76,8,15,"2.05490E-02","1.97829E+03"
76,8,18,"5.07211E-04","1.97849E+03"
76,8,19,"5.28991E-05","1.99135E+03"
76,9,12,"1.76721E-03","1.50467E+03"
76,9,15,"1.08621E-03","1.90469E+03"
76,9,16,"2.11771E-02","1.90764E+03"
76,9,19,"4.76642E-04","1.91775E+03"
76,10,11,"1.89475E-05","1.01960E+02"
76,10,12,"2.24368E-04","1.81800E+02"
76,10,18,"1.29501E-04","5.82020E+02"
76,10,19,"6.44815E-05","5.94880E+02"
76,11,13,"7.58924E-04","2.48990E+02"
76,11,17,"1.64678E-04","4.47950E+02"
76,11,20,"8.98150E-06","5.35280E+02"
76,12,13,"1.65692E-05","1.69150E+02"
76,12,14,"1.92514E-04","1.83940E+02"
76,12,17,"1.25661E-04","3.68110E+02"
76,12,20,"2.59860E-06","4.55440E+02"
76,12,21,"1.45002E-05","4.56630E+02"
76,13,15,"1.30475E-04","2.30870E+02"
76,13,18,"3.05840E-05","2.31070E+02"
76,13,19,"4.33149E-06","2.43930E+02"
76,14,15,"5.90060E-06","2.16080E+02"
76,14,16,"1.24370E-04","2.19030E+02"
76,14,19,"2.85920E-05","2.29140E+02"
77,1,3,"2.78730E-01","6.32873E+04"
77,1,4,"4.78070E-01","6.48962E+04"
77,1,6,"5.21380E-02","7.32034E+04"
77,1,7,"1.00820E-01","7.35617E+04"
77,1,8,"1.23440E-03","7.39800E+04"
77,1,9,"1.53320E-03","7.40755E+04"
77,1,11,"1.20800E-02","7.57436E+04"
77,1,12,"2.35250E-02","7.58294E+04"
77,1,13,"3.09490E-04","7.60035E+04"
77,1,14,"3.83160E-04","7.60194E+04"
77,1,18,"2.76620E-03","7.62483E+04"
77,1,19,"5.54620E-03","7.62623E+04"
77,1,20,"2.05020E-05","7.63060E+04"
77,1,21,"2.44360E-05","7.63072E+04"
77,2,3,"1.09590E-05","5.37000E+02"
77,2,4,"1.75530E-03","2.18200E+03"
77,2,6,"2.51260E-02","1.05107E+04"
77,2,7,"2.99970E-02","1.08675E+04"
77,2,8,"7.93300E-04","1.13017E+04"
77,2,9,"1.18740E-03","1.13771E+04"
77,2,11,"6.28030E-03","1.28256E+04"
77,2,12,"8.02480E-03","1.29115E+04"
77,2,13,"1.15680E-04","1.30855E+04"
77,2,14,"1.81540E-04","1.31014E+04"
77,2,18,"1.05870E-03","1.33303E+04"
77,2,19,"1.30580E-03","1.33443E+04"
77,2,20,"6.98380E-06","1.33880E+04"
77,2,21,"1.06720E-05","1.33892E+04"
77,3,4,"5.14475E-06","1.64500E+03"
77,3,5,"7.36658E-03","9.65234E+03"
77,3,7,"2.61433E-04","1.02728E+04"
77,3,8,"2.69903E-01","1.07084E+04"
77,3,10,"1.83212E-03","1.21837E+04"
77,3,12,"6.94897E-05","1.23745E+04"
77,3,13,"5.20525E-02","1.25485E+04"
77,3,15,"1.67682E-04","1.27877E+04"
77,3,17,"3.61874E-04","1.27599E+04"
77,3,19,"1.40081E-05","1.28073E+04"
77,3,20,"3.36594E-03","1.28510E+04"
77,4,5,"1.37481E-02","8.04589E+03"
77,4,6,"1.27131E-04","8.30420E+03"
77,4,7,"1.15071E-04","8.65920E+03"
77,4,8,"2.37431E-02","9.09962E+03"
77,4,9,"2.09331E-01","9.17518E+03"
77,4,10,"2.75612E-03","1.05387E+04"
77,4,11,"2.78182E-05","1.06436E+04"
77,4,12,"2.77672E-05","1.07295E+04"
77,4,13,"4.25822E-03","1.09035E+04"
77,4,14,"3.83162E-02","1.09194E+04"
77,4,15,"2.47901E-05","1.11427E+04"
77,4,16,"1.38961E-04","1.11459E+04"
77,4,17,"5.72073E-04","1.11149E+04"
77,4,18,"5.85503E-06","1.11483E+04"
77,4,19,"5.72263E-06","1.11623E+04"
77,4,20,"2.71372E-04","1.12060E+04"
77,4,21,"2.33251E-03","1.12072E+04"
77,5,6,"1.00671E-05","2.45500E+02"
77,5,7,"3.24142E-04","6.06700E+02"
77,5,11,"1.17487E-03","2.57535E+03"
77,5,12,"1.03542E-03","2.66115E+03"
77,5,18,"2.55881E-04","3.08002E+03"
77,5,19,"2.29100E-04","3.09404E+03"
77,6,8,"8.60582E-04","7.77000E+02"
77,6,10,"6.66841E-04","2.22488E+03"
77,6,13,"3.54821E-03","2.58968E+03"
77,6,17,"1.36830E-04","2.80106E+03"
77,6,20,"2.64131E-04","2.89221E+03"
77,7,8,"1.60470E-05","4.15800E+02"
77,7,9,"2.55055E-04","4.94200E+02"
77,7,10,"1.15355E-03","1.86368E+03"
77,7,13,"5.62842E-04","2.22848E+03"
77,7,14,"4.39409E-03","2.24442E+03"
77,7,17,"2.24874E-04","2.43986E+03"
77,7,20,"3.95855E-05","2.53101E+03"
77,7,21,"3.01751E-04","2.53221E+03"
77,8,11,"2.06890E-03","1.55285E+03"
77,8,12,"2.12160E-04","1.63865E+03"
77,8,15,"2.25270E-02","2.05187E+03"
77,8,18,"5.04271E-04","2.05752E+03"
77,8,19,"5.23141E-05","2.07154E+03"
77,9,12,"1.71470E-03","1.56025E+03"
77,9,15,"1.17350E-03","1.97347E+03"
77,9,16,"2.28901E-02","1.97674E+03"
77,9,19,"4.55831E-04","1.99314E+03"
77,10,11,"1.88917E-05","1.04970E+02"
77,10,12,"2.40505E-04","1.90770E+02"
77,10,18,"1.39788E-04","6.09640E+02"
77,10,19,"6.69734E-05","6.23660E+02"
77,11,13,"7.97424E-04","2.59830E+02"
77,11,17,"1.69566E-04","4.71210E+02"
77,11,20,"1.27289E-05","5.62360E+02"
77,12,13,"1.69324E-05","1.74030E+02"
77,12,14,"1.97363E-04","1.89970E+02"
77,12,17,"1.35895E-04","3.85410E+02"
77,12,20,"3.74345E-06","4.76560E+02"
77,12,21,"2.09857E-05","4.77760E+02"
77,13,15,"1.46468E-04","2.39190E+02"
77,13,18,"3.42276E-05","2.44840E+02"
77,13,19,"4.78723E-06","2.58860E+02"
77,14,15,"6.62731E-06","2.23250E+02"
77,14,16,"1.40240E-04","2.26520E+02"
77,14,19,"3.18190E-05","2.42920E+02"
78,1,3,"2.79391E-01","6.51233E+04"
78,1,4,"4.77361E-01","6.68329E+04"
78,1,6,"5.22921E-02","7.53687E+04"
78,1,7,"1.01120E-01","7.57491E+04"
78,1,8,"1.27450E-03","7.61980E+04"
78,1,9,"1.57530E-03","7.62730E+04"
78,1,11,"1.21850E-02","7.80108E+04"
78,1,12,"2.37720E-02","7.81030E+04"
78,1,13,"3.23481E-04","7.82819E+04"
78,1,14,"3.98521E-04","7.82990E+04"
78,1,18,"2.79851E-03","7.85417E+04"
78,1,19,"5.57171E-03","7.85573E+04"
78,1,20,"2.59221E-05","7.86040E+04"
78,1,21,"3.07991E-05","7.86055E+04"
78,2,3,"1.10460E-05","5.49000E+02"
78,2,4,"1.94330E-03","2.29500E+03"
78,2,6,"2.64019E-02","1.08544E+04"
78,2,7,"3.09979E-02","1.12309E+04"
78,2,8,"8.56638E-04","1.16763E+04"
78,2,9,"1.28270E-03","1.17568E+04"
78,2,11,"6.64049E-03","1.32578E+04"
78,2,12,"8.36628E-03","1.33500E+04"
78,2,13,"1.26270E-04","1.35289E+04"
78,2,14,"1.98460E-04","1.35460E+04"
78,2,18,"1.15800E-03","1.37887E+04"
78,2,19,"1.41490E-03","1.38043E+04"
78,2,20,"9.25318E-06","1.38510E+04"
78,2,21,"1.41950E-05","1.38525E+04"
78,3,4,"5.98913E-06","1.74600E+03"
78,3,5,"7.59664E-03","9.97520E+03"
78,3,7,"2.79001E-04","1.06268E+04"
78,3,8,"2.79741E-01","1.10708E+04"
78,3,10,"1.90861E-03","1.26008E+04"
78,3,12,"7.47974E-05","1.28010E+04"
78,3,13,"5.45853E-02","1.29799E+04"
78,3,15,"1.86621E-04","1.32275E+04"
78,3,17,"3.80622E-04","1.32046E+04"
78,3,19,"1.49531E-05","1.32553E+04"
78,3,20,"4.26002E-03","1.33020E+04"
78,3,24,"1.62461E-05","1.33049E+04"
78,4,5,"1.41620E-02","8.26820E+03"
78,4,6,"1.34280E-04","8.53290E+03"
78,4,7,"1.21510E-04","8.92280E+03"
78,4,8,"2.45640E-02","9.36196E+03"
78,4,9,"2.16490E-01","9.44239E+03"
78,4,10,"2.90581E-03","1.08548E+04"
78,4,11,"2.96801E-05","1.09628E+04"
78,4,12,"2.97541E-05","1.10550E+04"
78,4,13,"4.44591E-03","1.12339E+04"
78,4,14,"4.00381E-02","1.12510E+04"
78,4,15,"2.76761E-05","1.14815E+04"
78,4,16,"1.55130E-04","1.14851E+04"
78,4,17,"6.08131E-04","1.14586E+04"
78,4,18,"6.22561E-06","1.14937E+04"
78,4,19,"6.15701E-06","1.15093E+04"
78,4,20,"3.41741E-04","1.15560E+04"
78,4,21,"2.95111E-03","1.15575E+04"
78,4,24,"2.45760E-05","1.15589E+04"
78,5,6,"1.01376E-05","2.51200E+02"
78,5,7,"3.54051E-04","6.36300E+02"
78,5,11,"1.25450E-03","2.66901E+03"
78,5,12,"1.07742E-03","2.76116E+03"
78,5,18,"2.72281E-04","3.19986E+03"
78,5,19,"2.40946E-04","3.21546E+03"
78,6,8,"8.94952E-04","8.09600E+02"
78,6,10,"6.83032E-04","2.30979E+03"
78,6,13,"3.64151E-03","2.68890E+03"
78,6,17,"1.42140E-04","2.91356E+03"
78,6,20,"3.29531E-04","3.01098E+03"
78,6,24,"5.90462E-06","3.01393E+03"
78,7,8,"1.57760E-05","4.24500E+02"
78,7,9,"2.56180E-04","5.07900E+02"
78,7,10,"1.19760E-03","1.92469E+03"
78,7,13,"5.84899E-04","2.30380E+03"
78,7,14,"4.55569E-03","2.32094E+03"
78,7,17,"2.36910E-04","2.52846E+03"
78,7,20,"4.95819E-05","2.62588E+03"
78,7,21,"3.78290E-04","2.62736E+03"
78,7,24,"1.00340E-05","2.62883E+03"
78,8,11,"2.05439E-03","1.60821E+03"
78,8,12,"2.09139E-04","1.70036E+03"
78,8,15,"2.46219E-02","2.12691E+03"
78,8,18,"5.00568E-04","2.13906E+03"
78,8,19,"5.17158E-05","2.15466E+03"
78,9,12,"1.66310E-03","1.61696E+03"
78,9,15,"1.26290E-03","2.04351E+03"
78,9,16,"2.46420E-02","2.04713E+03"
78,9,19,"4.35831E-04","2.07126E+03"
78,10,11,"1.89024E-05","1.08020E+02"
78,10,12,"2.55826E-04","2.00170E+02"
78,10,18,"1.51326E-04","6.38870E+02"
78,10,19,"6.97940E-05","6.54470E+02"
78,11,13,"8.27299E-04","2.71090E+02"
78,11,17,"1.76511E-04","4.95750E+02"
78,11,20,"1.72545E-05","5.93170E+02"
78,11,24,"7.45710E-06","5.96120E+02"
78,12,13,"1.69027E-05","1.78940E+02"
78,12,14,"1.98271E-04","1.96080E+02"
78,12,17,"1.43893E-04","4.03600E+02"
78,12,20,"5.01732E-06","5.01020E+02"
78,12,21,"2.80724E-05","5.02500E+02"
78,12,24,"6.20823E-06","5.03970E+02"
78,13,15,"1.63684E-04","2.47610E+02"
78,13,18,"3.82870E-05","2.59760E+02"
78,13,19,"5.28190E-06","2.75360E+02"
78,14,15,"7.35007E-06","2.30470E+02"
78,14,16,"1.56179E-04","2.34090E+02"
78,14,19,"3.53969E-05","2.58220E+02"
78,15,20,"6.31778E-07","7.44700E+01"
78,15,21,"4.21188E-08","7.59500E+01"
78,16,21,"6.09150E-07","7.23300E+01"
79,1,3,"2.80091E-01","6.69907E+04"
79,1,4,"4.76571E-01","6.88045E+04"
79,1,6,"5.24202E-02","7.75750E+04"
79,1,7,"1.01430E-01","7.79798E+04"
79,1,8,"1.31510E-03","7.84390E+04"
79,1,9,"1.61690E-03","7.85295E+04"
79,1,11,"1.22910E-02","8.03237E+04"
79,1,12,"2.40161E-02","8.04226E+04"
79,1,13,"3.37751E-04","8.06065E+04"
79,1,14,"4.14171E-04","8.06249E+04"
79,1,18,"2.83061E-03","8.08814E+04"
79,1,19,"5.59672E-03","8.08986E+04"
79,1,20,"3.16611E-05","8.09478E+04"
79,1,21,"3.77531E-05","8.09495E+04"
79,2,3,"1.10171E-05","5.60000E+02"
79,2,4,"2.12981E-03","2.41400E+03"
79,2,6,"2.74491E-02","1.12048E+04"
79,2,7,"3.16762E-02","1.16105E+04"
79,2,8,"9.15155E-04","1.20618E+04"
79,2,9,"1.36981E-03","1.21476E+04"
79,2,11,"6.94594E-03","1.36997E+04"
79,2,12,"8.63255E-03","1.37986E+04"
79,2,13,"1.36301E-04","1.39825E+04"
79,2,14,"2.14631E-04","1.40010E+04"
79,2,18,"1.24331E-03","1.42575E+04"
79,2,19,"1.49921E-03","1.42746E+04"
79,2,20,"1.18361E-05","1.43238E+04"
79,2,21,"1.82301E-05","1.43255E+04"
79,3,4,"6.95607E-06","1.85400E+03"
79,3,5,"7.85037E-03","1.03084E+04"
79,3,7,"2.97149E-04","1.09915E+04"
79,3,8,"2.89469E-01","1.14425E+04"
79,3,10,"1.98829E-03","1.30286E+04"
79,3,12,"8.03546E-05","1.32386E+04"
79,3,13,"5.71418E-02","1.34225E+04"
79,3,15,"2.06709E-04","1.36786E+04"
79,3,17,"4.01948E-04","1.36608E+04"
79,3,19,"1.59679E-05","1.37146E+04"
79,3,20,"5.22218E-03","1.37638E+04"
79,3,24,"2.93019E-05","1.37677E+04"
79,4,5,"1.45879E-02","8.49403E+03"
79,4,6,"1.41799E-04","8.77031E+03"
79,4,7,"1.28289E-04","9.17497E+03"
79,4,8,"2.53848E-02","9.62805E+03"
79,4,9,"2.23628E-01","9.71344E+03"
79,4,10,"3.06008E-03","1.11746E+04"
79,4,11,"3.16198E-05","1.12857E+04"
79,4,12,"3.18628E-05","1.13846E+04"
79,4,13,"4.63507E-03","1.15685E+04"
79,4,14,"4.17767E-02","1.15870E+04"
79,4,15,"3.07468E-05","1.18246E+04"
79,4,16,"1.72179E-04","1.18286E+04"
79,4,17,"6.46205E-04","1.18068E+04"
79,4,18,"6.61705E-06","1.18435E+04"
79,4,19,"6.62065E-06","1.18606E+04"
79,4,20,"4.15557E-04","1.19098E+04"
79,4,21,"3.60947E-03","1.19115E+04"
79,4,24,"4.87647E-05","1.19137E+04"
79,5,6,"1.01988E-05","2.57100E+02"
79,5,7,"3.85919E-04","6.67400E+02"
79,5,11,"1.33870E-03","2.76512E+03"
79,5,12,"1.11950E-03","2.86401E+03"
79,5,18,"2.90393E-04","3.32285E+03"
79,5,19,"2.53015E-04","3.34003E+03"
79,6,8,"9.33341E-04","8.43600E+02"
79,6,10,"7.00061E-04","2.39690E+03"
79,6,13,"3.73501E-03","2.79082E+03"
79,6,17,"1.48000E-04","3.02907E+03"
79,6,20,"3.96431E-04","3.13214E+03"
79,6,24,"1.07680E-05","3.13600E+03"
79,7,8,"1.55410E-05","4.33300E+02"
79,7,9,"2.57859E-04","5.21800E+02"
79,7,10,"1.24560E-03","1.98660E+03"
79,7,13,"6.08299E-04","2.38052E+03"
79,7,14,"4.72619E-03","2.39895E+03"
79,7,17,"2.50079E-04","2.61877E+03"
79,7,20,"6.01279E-05","2.72184E+03"
79,7,21,"4.59549E-04","2.72354E+03"
79,7,24,"1.82220E-05","2.72570E+03"
79,8,11,"2.04491E-03","1.66442E+03"
79,8,12,"2.05971E-04","1.76331E+03"
79,8,15,"2.68511E-02","2.20333E+03"
