"z","dest","src","probability","transition energy (in eV)"
35,2,9,"8.31591E-06","1.71300E+03"
35,2,11,"7.28638E-05","1.75761E+03"
35,2,12,"1.29402E-04","1.75817E+03"
35,3,5,"3.55419E-03","1.33963E+03"
35,3,7,"2.28709E-05","1.41440E+03"
35,3,8,"1.53540E-02","1.52592E+03"
35,3,10,"1.61099E-04","1.57792E+03"
35,3,12,"2.51959E-07","1.59107E+03"
35,4,5,"4.07397E-03","1.29350E+03"
35,4,6,"1.30469E-05","1.36080E+03"
35,4,7,"1.24819E-05","1.36810E+03"
35,4,8,"1.40269E-03","1.48046E+03"
35,4,9,"1.37369E-02","1.48046E+03"
35,4,10,"1.43649E-04","1.52942E+03"
35,4,11,"1.20339E-07","1.54201E+03"
35,4,12,"1.14209E-07","1.54257E+03"
35,5,6,"1.28640E-05","5.96700E+01"
35,5,7,"3.42006E-05","6.67100E+01"
35,5,11,"1.43636E-05","2.39900E+02"
35,5,12,"2.24554E-05","2.40460E+02"
35,6,8,"1.33030E-04","1.12230E+02"
35,6,10,"2.43780E-05","1.67640E+02"
35,7,8,"1.14041E-05","1.08900E+02"
35,7,9,"1.06931E-04","1.08900E+02"
35,7,10,"2.23162E-05","1.60600E+02"
35,8,11,"3.36251E-06","6.80000E+01"
35,8,12,"6.24872E-07","6.85600E+01"
35,9,12,"3.29938E-06","6.74200E+01"
35,3,30,"1.53560E-09","4.85000E+01"
36,1,3,"1.88869E-01","1.25954E+04"
36,1,4,"3.64199E-01","1.26480E+04"
36,1,6,"2.65729E-02","1.41050E+04"
36,1,7,"5.18228E-02","1.41128E+04"
36,1,8,"7.74727E-05","1.42377E+04"
36,1,9,"1.11000E-04","1.42377E+04"
36,1,11,"2.33499E-03","1.42666E+04"
36,1,12,"4.49188E-03","1.42673E+04"
36,2,3,"1.42479E-05","1.74000E+02"
36,2,4,"8.20713E-05","2.28900E+02"
36,2,6,"1.11439E-03","1.69750E+03"
36,2,7,"1.98218E-03","1.70680E+03"
36,2,8,"6.55615E-06","1.83010E+03"
36,2,9,"9.75582E-06","1.83130E+03"
36,2,11,"1.04499E-04","1.88887E+03"
36,2,12,"1.84708E-04","1.88958E+03"
36,3,4,"1.79799E-09","5.49000E+01"
36,3,5,"3.38438E-03","1.43940E+03"
36,3,7,"2.35079E-05","1.51770E+03"
36,3,8,"1.74919E-02","1.63688E+03"
36,3,10,"1.67509E-04","1.70086E+03"
36,3,12,"3.66198E-07","1.71558E+03"
36,4,5,"4.04641E-03","1.38690E+03"
36,4,6,"1.36320E-05","1.45770E+03"
36,4,7,"1.30140E-05","1.46530E+03"
36,4,8,"1.62150E-03","1.58541E+03"
36,4,9,"1.57820E-02","1.58541E+03"
36,4,10,"1.50760E-04","1.64596E+03"
36,4,11,"1.77550E-07","1.65997E+03"
36,4,12,"1.68380E-07","1.66068E+03"
36,5,6,"1.27624E-05","6.30500E+01"
36,5,7,"3.51138E-05","7.12100E+01"
36,5,11,"1.97284E-05","2.64740E+02"
36,5,12,"3.07209E-05","2.65450E+02"
36,6,8,"1.67029E-04","1.19770E+02"
36,6,10,"3.24469E-05","1.87680E+02"
36,7,8,"1.41139E-05","1.11610E+02"
36,7,9,"1.32959E-04","1.12980E+02"
36,7,10,"3.23128E-05","1.79520E+02"
36,8,11,"7.05533E-06","8.19200E+01"
36,8,12,"1.30130E-06","8.26300E+01"
36,9,12,"6.96921E-06","8.12600E+01"
37,1,3,"1.95309E-01","1.33359E+04"
37,1,4,"3.75737E-01","1.33955E+04"
37,1,6,"2.80028E-02","1.49519E+04"
37,1,7,"5.45866E-02","1.49614E+04"
37,1,8,"8.99573E-05","1.50848E+04"
37,1,9,"1.28639E-04","1.50848E+04"
37,1,11,"3.05098E-03","1.51383E+04"
37,1,12,"5.87956E-03","1.51393E+04"
37,2,3,"1.42440E-05","1.80900E+02"
37,2,4,"8.37978E-05","2.42900E+02"
37,2,6,"1.21360E-03","1.81774E+03"
37,2,7,"2.14720E-03","1.82660E+03"
37,2,8,"7.67288E-06","1.95300E+03"
37,2,9,"1.14190E-05","1.95450E+03"
37,2,11,"1.35250E-04","2.02727E+03"
37,2,12,"2.40039E-04","2.02825E+03"
37,3,4,"2.12298E-09","6.20000E+01"
37,3,5,"3.26826E-03","1.54178E+03"
37,3,7,"2.43977E-05","1.62590E+03"
37,3,8,"1.99178E-02","1.75218E+03"
37,3,10,"1.76188E-04","1.83038E+03"
37,3,12,"4.93454E-07","1.84735E+03"
37,4,5,"4.10362E-03","1.48240E+03"
37,4,6,"1.44991E-05","1.55770E+03"
37,4,7,"1.38131E-05","1.56660E+03"
37,4,8,"1.88571E-03","1.69257E+03"
37,4,9,"1.78401E-02","1.69414E+03"
37,4,10,"1.61311E-04","1.76838E+03"
37,4,11,"2.39921E-07","1.78437E+03"
37,4,12,"2.29301E-07","1.78535E+03"
37,5,6,"1.28346E-05","6.64900E+01"
37,5,7,"3.66574E-05","7.58900E+01"
37,5,11,"2.51671E-05","2.92450E+02"
37,5,12,"3.93837E-05","2.93430E+02"
37,6,8,"2.05309E-04","1.35500E+02"
37,6,10,"4.31809E-05","2.09970E+02"
37,7,8,"1.71050E-05","1.28200E+02"
37,7,9,"1.61970E-04","1.28200E+02"
37,7,10,"4.60740E-05","2.00570E+02"
37,8,11,"1.32000E-05","9.84700E+01"
37,8,12,"2.43730E-06","9.94500E+01"
37,9,12,"1.31400E-05","9.78200E+01"
37,10,30,"1.17080E-06","1.66827E+01"
38,1,3,"2.01262E-01","1.40980E+04"
38,1,4,"3.86455E-01","1.41652E+04"
38,1,6,"2.93724E-02","1.58252E+04"
38,1,7,"5.72517E-02","1.58359E+04"
38,1,8,"1.03471E-04","1.59689E+04"
38,1,9,"1.47642E-04","1.59689E+04"
38,1,11,"3.80545E-03","1.60385E+04"
38,1,12,"7.27519E-03","1.60398E+04"
38,2,3,"1.42440E-05","1.88000E+02"
38,2,4,"8.55393E-05","2.57700E+02"
38,2,6,"1.34140E-03","1.93644E+03"
38,2,7,"2.36111E-03","1.94720E+03"
38,2,8,"9.07693E-06","2.08050E+03"
38,2,9,"1.35100E-05","2.08220E+03"
38,2,11,"1.69321E-04","2.17163E+03"
38,2,12,"3.00261E-04","2.17290E+03"
38,3,4,"2.52670E-09","6.97000E+01"
38,3,5,"3.19830E-03","1.64934E+03"
38,3,7,"2.53380E-05","1.73830E+03"
38,3,8,"2.23780E-02","1.87174E+03"
38,3,10,"1.87380E-04","1.96571E+03"
38,3,12,"6.35231E-07","1.98490E+03"
38,4,5,"4.16371E-03","1.58217E+03"
38,4,6,"1.54100E-05","1.66140E+03"
38,4,7,"1.46510E-05","1.67150E+03"
38,4,8,"2.13350E-03","1.80477E+03"
38,4,9,"2.00610E-02","1.80659E+03"
38,4,10,"1.72440E-04","1.89601E+03"
38,4,11,"3.08341E-07","1.91393E+03"
38,4,12,"2.95621E-07","1.91520E+03"
38,5,6,"1.28771E-05","7.00000E+01"
38,5,7,"3.81493E-05","8.07900E+01"
38,5,11,"3.08013E-05","3.21850E+02"
38,5,12,"4.81773E-05","3.23120E+02"
38,6,8,"2.48320E-04","1.44700E+02"
38,6,10,"5.72540E-05","2.33930E+02"
38,7,8,"2.06602E-05","1.35700E+02"
38,7,9,"1.96722E-04","1.35700E+02"
38,7,10,"6.36015E-05","2.23140E+02"
38,8,11,"2.27441E-05","1.16460E+02"
38,8,12,"4.18221E-06","1.17730E+02"
38,9,12,"2.27921E-05","1.15810E+02"
38,10,30,"1.95750E-06","1.88253E+01"
39,1,3,"2.06808E-01","1.48829E+04"
39,1,4,"3.96256E-01","1.49585E+04"
39,1,6,"3.07037E-02","1.67259E+04"
39,1,7,"5.98234E-02","1.67381E+04"
39,1,8,"1.17909E-04","1.68798E+04"
39,1,9,"1.67888E-04","1.68798E+04"
39,1,11,"4.52636E-03","1.69663E+04"
39,1,12,"8.71401E-03","1.69679E+04"
39,1,13,"6.95743E-07","1.69948E+04"
39,1,14,"9.83070E-07","1.69949E+04"
39,2,3,"1.42440E-05","1.95200E+02"
39,2,4,"8.72648E-05","2.73400E+02"
39,2,6,"1.49080E-03","2.05999E+03"
39,2,7,"2.61029E-03","2.07217E+03"
39,2,8,"1.07610E-05","2.21210E+03"
39,2,9,"1.60210E-05","2.21430E+03"
39,2,11,"2.03209E-04","2.32119E+03"
39,2,12,"3.58709E-04","2.32276E+03"
39,2,13,"5.05809E-08","2.34966E+03"
39,2,14,"7.52018E-08","2.34977E+03"
39,3,4,"3.03038E-09","7.82000E+01"
39,3,5,"3.12648E-03","1.76096E+03"
39,3,7,"2.62458E-05","1.85540E+03"
39,3,8,"2.48598E-02","1.99585E+03"
39,3,10,"1.98628E-04","2.10635E+03"
39,3,12,"7.70064E-07","2.12756E+03"
39,3,13,"1.34319E-04","2.15446E+03"
39,4,5,"4.29921E-03","1.68539E+03"
39,4,6,"1.66400E-05","1.76860E+03"
39,4,7,"1.57890E-05","1.78030E+03"
39,4,8,"2.43130E-03","1.92048E+03"
39,4,9,"2.21780E-02","1.92256E+03"
39,4,10,"1.87340E-04","2.02815E+03"
39,4,11,"3.81561E-07","2.04779E+03"
39,4,12,"3.65820E-07","2.04936E+03"
39,4,13,"1.30290E-05","2.07626E+03"
39,4,14,"1.15260E-04","2.07637E+03"
39,5,6,"1.28356E-05","7.35300E+01"
39,5,7,"4.01185E-05","8.58700E+01"
39,5,11,"3.70196E-05","3.52080E+02"
39,5,12,"5.76323E-05","3.53650E+02"
39,6,8,"2.93080E-04","1.52200E+02"
39,6,10,"7.40460E-05","2.58910E+02"
39,6,13,"4.59550E-06","3.07020E+02"
39,7,8,"2.37891E-05","1.43400E+02"
39,7,9,"2.27841E-04","1.43400E+02"
39,7,10,"8.36904E-05","2.46570E+02"
39,7,13,"5.66922E-07","2.94680E+02"
39,7,14,"4.67192E-06","2.94790E+02"
39,8,11,"3.67952E-05","1.35030E+02"
39,8,12,"6.71234E-06","1.36600E+02"
39,9,12,"3.70869E-05","1.34370E+02"
39,10,30,"3.00142E-06","2.07674E+01"
39,11,30,"1.33060E-07","2.83326E+01"
39,12,30,"3.30990E-08","2.68342E+01"
40,1,3,"2.11871E-01","1.56906E+04"
40,1,4,"4.05451E-01","1.57749E+04"
40,1,6,"3.19751E-02","1.76526E+04"
40,1,7,"6.22642E-02","1.76666E+04"
40,1,8,"1.33290E-04","1.78161E+04"
40,1,9,"1.89330E-04","1.78161E+04"
40,1,11,"5.23601E-03","1.79234E+04"
40,1,12,"1.00560E-02","1.79253E+04"
40,1,13,"1.88260E-06","1.79553E+04"
40,1,14,"2.65631E-06","1.79555E+04"
40,2,3,"1.42420E-05","2.02400E+02"
40,2,4,"8.89759E-05","2.89800E+02"
40,2,6,"1.65510E-03","2.18771E+03"
40,2,7,"2.88070E-03","2.20106E+03"
40,2,8,"1.26990E-05","2.34820E+03"
40,2,9,"1.89090E-05","2.35090E+03"
40,2,11,"2.39470E-04","2.47597E+03"
40,2,12,"4.20599E-04","2.47786E+03"
40,2,13,"1.40280E-07","2.50793E+03"
40,2,14,"2.08920E-07","2.50808E+03"
40,3,4,"3.68000E-09","8.74000E+01"
40,3,5,"3.10680E-03","1.87656E+03"
40,3,7,"2.75940E-05","1.97680E+03"
40,3,8,"2.72920E-02","2.12439E+03"
40,3,10,"2.13450E-04","2.25224E+03"
40,3,12,"9.26250E-07","2.27546E+03"
40,3,13,"3.42880E-04","2.30553E+03"
40,4,5,"4.43089E-03","1.79211E+03"
40,4,6,"1.77549E-05","1.87920E+03"
40,4,7,"1.67809E-05","1.89260E+03"
40,4,8,"2.68449E-03","2.04019E+03"
40,4,9,"2.44299E-02","2.04249E+03"
40,4,10,"2.02879E-04","2.16484E+03"
40,4,11,"4.61389E-07","2.18617E+03"
40,4,12,"4.42379E-07","2.18806E+03"
40,4,13,"3.34459E-05","2.21813E+03"
40,4,14,"2.96189E-04","2.21828E+03"
40,5,6,"1.28204E-05","7.71300E+01"
40,5,7,"4.22173E-05","9.11800E+01"
40,5,11,"4.38818E-05","3.83430E+02"
40,5,12,"6.79333E-05","3.85320E+02"
40,6,8,"3.31060E-04","1.61700E+02"
40,6,10,"9.36081E-05","2.84970E+02"
40,6,13,"1.56040E-05","3.38260E+02"
40,7,8,"2.65625E-05","1.37790E+02"
40,7,9,"2.55954E-04","1.53300E+02"
40,7,10,"1.07222E-04","2.70920E+02"
40,7,13,"1.93148E-06","3.24210E+02"
40,7,14,"1.59796E-05","3.24360E+02"
40,8,11,"5.66062E-05","1.54460E+02"
40,8,12,"1.02430E-05","1.56350E+02"
40,9,12,"5.73698E-05","1.53750E+02"
40,10,30,"4.37329E-06","2.26973E+01"
40,11,30,"4.07700E-07","3.20411E+01"
40,12,30,"1.02640E-07","3.02626E+01"
41,1,3,"2.16740E-01","1.65213E+04"
41,1,4,"4.13889E-01","1.66152E+04"
41,1,6,"3.31819E-02","1.86065E+04"
41,1,7,"6.46149E-02","1.86227E+04"
41,1,8,"1.49620E-04","1.87785E+04"
41,1,9,"2.12010E-04","1.87822E+04"
41,1,11,"5.86619E-03","1.89074E+04"
41,1,12,"1.12170E-02","1.89096E+04"
41,1,13,"4.28589E-06","1.89421E+04"
41,1,14,"6.00769E-06","1.89422E+04"
41,2,3,"1.44469E-05","2.09700E+02"
41,2,4,"9.10735E-05","3.07200E+02"
41,2,6,"1.83809E-03","2.31938E+03"
41,2,7,"3.18188E-03","2.33480E+03"
41,2,8,"1.49499E-05","2.48830E+03"
41,2,9,"2.22739E-05","2.49210E+03"
41,2,11,"2.74859E-04","2.63572E+03"
41,2,12,"4.79487E-04","2.63794E+03"
41,2,13,"3.29878E-07","2.67036E+03"
41,2,14,"4.89657E-07","2.67054E+03"
41,3,4,"4.42520E-09","9.75000E+01"
41,3,5,"3.07200E-03","1.99621E+03"
41,3,7,"2.88300E-05","2.10270E+03"
41,3,8,"2.97420E-02","2.25738E+03"
41,3,10,"2.27820E-04","2.40315E+03"
41,3,12,"1.07000E-06","2.42824E+03"
41,3,13,"7.34840E-04","2.46066E+03"
41,4,5,"4.61282E-03","1.90227E+03"
41,4,6,"1.91061E-05","1.99320E+03"
41,4,7,"1.80001E-05","2.00840E+03"
41,4,8,"2.98892E-03","2.16302E+03"
41,4,9,"2.65531E-02","2.16589E+03"
41,4,10,"2.22041E-04","2.30565E+03"
41,4,11,"5.44723E-07","2.32852E+03"
41,4,12,"5.21303E-07","2.33074E+03"
41,4,13,"7.31244E-05","2.36316E+03"
41,4,14,"6.44983E-04","2.36334E+03"
41,5,6,"1.27585E-05","8.07600E+01"
41,5,7,"4.42112E-05","9.67000E+01"
41,5,11,"5.11166E-05","4.15400E+02"
41,5,12,"7.84540E-05","4.17620E+02"
41,6,8,"3.60689E-04","1.71800E+02"
41,6,10,"1.11770E-04","3.11770E+02"
41,6,13,"4.14389E-05","3.69280E+02"
41,7,8,"2.84592E-05","1.44460E+02"
41,7,9,"2.75920E-04","1.58200E+02"
41,7,10,"1.29599E-04","2.95830E+02"
41,7,13,"5.14451E-06","3.53340E+02"
41,7,14,"4.24027E-05","3.53520E+02"
41,8,11,"8.36222E-05","1.74240E+02"
41,8,12,"1.49810E-05","1.76460E+02"
41,9,12,"8.51742E-05","1.73450E+02"
41,10,30,"6.08823E-06","2.44866E+01"
41,11,30,"9.64753E-07","3.46563E+01"
41,12,30,"2.45861E-07","3.25860E+01"
42,1,3,"2.21309E-01","1.73743E+04"
42,1,4,"4.21718E-01","1.74794E+04"
42,1,6,"3.43589E-02","1.95902E+04"
42,1,7,"6.68877E-02","1.96083E+04"
42,1,8,"1.66919E-04","1.97714E+04"
42,1,9,"2.36039E-04","1.97764E+04"
42,1,11,"6.34137E-03","1.99199E+04"
42,1,12,"1.22259E-02","1.99225E+04"
42,1,13,"6.70827E-06","1.99580E+04"
42,1,14,"9.38546E-06","1.99582E+04"
42,2,3,"1.46510E-05","2.17000E+02"
42,2,4,"9.43281E-05","3.25500E+02"
42,2,6,"2.06580E-03","2.45568E+03"
42,2,7,"3.55290E-03","2.47307E+03"
42,2,8,"1.77590E-05","2.63370E+03"
42,2,9,"2.64600E-05","2.63780E+03"
42,2,11,"3.21860E-04","2.80143E+03"
42,2,12,"5.58410E-04","2.80404E+03"
42,2,13,"5.41000E-07","2.83950E+03"
42,2,14,"8.04221E-07","2.83973E+03"
42,3,4,"5.40141E-09","1.08500E+02"
42,3,5,"3.12821E-03","2.12026E+03"
42,3,7,"3.06781E-05","2.23290E+03"
42,3,8,"3.23221E-02","2.39483E+03"
42,3,10,"2.47530E-04","2.55987E+03"
42,3,12,"1.27480E-06","2.58704E+03"
42,3,13,"1.11150E-03","2.62250E+03"
42,4,5,"4.80691E-03","2.01571E+03"
42,4,6,"2.04171E-05","2.11080E+03"
42,4,7,"1.93151E-05","2.12800E+03"
42,4,8,"3.25261E-03","2.28988E+03"
42,4,9,"2.88901E-02","2.29319E+03"
42,4,10,"2.43921E-04","2.45137E+03"
42,4,11,"6.49682E-07","2.47593E+03"
42,4,12,"6.21102E-07","2.47854E+03"
42,4,13,"1.10700E-04","2.51400E+03"
42,4,14,"9.76493E-04","2.51423E+03"
42,5,6,"1.27743E-05","8.44500E+01"
42,5,7,"4.65177E-05","1.02460E+02"
42,5,11,"5.95832E-05","4.49020E+02"
42,5,12,"9.07301E-05","4.51630E+02"
42,6,8,"3.87230E-04","1.79800E+02"
42,6,10,"1.31530E-04","3.40010E+02"
42,6,13,"7.39280E-05","4.02640E+02"
42,7,8,"2.99625E-05","1.51180E+02"
42,7,9,"2.92486E-04","1.65600E+02"
42,7,10,"1.54076E-04","3.22000E+02"
42,7,13,"9.19067E-06","3.84630E+02"
42,7,14,"7.58636E-05","3.84860E+02"
42,8,11,"1.19401E-04","1.95380E+02"
42,8,12,"2.11982E-05","1.97990E+02"
42,9,12,"1.22210E-04","1.94540E+02"
42,10,30,"8.14280E-06","2.64762E+01"
42,11,30,"1.93855E-06","3.81277E+01"
42,12,30,"5.00139E-07","3.57129E+01"
43,1,3,"2.25571E-01","1.82509E+04"
43,1,4,"4.28852E-01","1.83672E+04"
43,1,6,"3.54672E-02","2.05992E+04"
43,1,7,"6.90254E-02","2.06190E+04"
43,1,8,"1.85021E-04","2.07878E+04"
43,1,9,"2.61141E-04","2.07920E+04"
43,1,11,"6.84274E-03","2.09624E+04"
43,1,12,"1.31501E-02","2.09655E+04"
43,1,13,"9.78925E-06","2.10039E+04"
43,1,14,"1.36611E-05","2.10042E+04"
43,2,3,"1.48490E-05","2.24500E+02"
43,2,4,"9.87623E-05","3.44800E+02"
43,2,6,"2.31551E-03","2.59560E+03"
43,2,7,"3.95781E-03","2.61490E+03"
43,2,8,"2.10051E-05","2.78400E+03"
43,2,9,"3.13101E-05","2.78820E+03"
43,2,11,"3.73861E-04","2.97280E+03"
43,2,12,"6.44802E-04","2.97585E+03"
43,2,13,"8.29562E-07","3.01433E+03"
43,2,14,"1.23410E-06","3.01462E+03"
43,3,4,"6.67174E-09","1.20300E+02"
43,3,5,"3.18252E-03","2.24990E+03"
43,3,7,"3.25822E-05","2.36750E+03"
43,3,8,"3.49882E-02","2.53683E+03"
43,3,10,"2.68291E-04","2.72205E+03"
43,3,12,"1.50311E-06","2.75135E+03"
43,3,13,"1.57301E-03","2.78983E+03"
43,4,5,"5.00258E-03","2.13360E+03"
43,4,6,"2.17759E-05","2.23190E+03"
43,4,7,"2.06459E-05","2.25120E+03"
43,4,8,"3.52648E-03","2.42024E+03"
43,4,9,"3.13069E-02","2.42399E+03"
43,4,10,"2.67279E-04","2.60175E+03"
43,4,11,"7.66606E-07","2.62800E+03"
43,4,12,"7.32087E-07","2.63105E+03"
43,4,13,"1.56589E-04","2.66953E+03"
43,4,14,"1.38169E-03","2.66982E+03"
43,5,6,"1.27913E-05","8.81800E+01"
43,5,7,"4.88686E-05","1.08470E+02"
43,5,11,"6.89190E-05","4.83820E+02"
43,5,12,"1.04066E-04","4.86870E+02"
43,6,8,"4.08441E-04","1.78230E+02"
43,6,10,"1.50791E-04","3.69390E+02"
43,6,13,"1.19070E-04","4.37170E+02"
43,7,8,"3.09009E-05","1.57940E+02"
43,7,9,"3.03760E-04","1.61880E+02"
43,7,10,"1.78209E-04","3.49100E+02"
43,7,13,"1.48175E-05","4.16880E+02"
43,7,14,"1.22269E-04","4.17170E+02"
43,8,11,"1.65709E-04","2.17410E+02"
43,8,12,"2.91469E-05","2.20460E+02"
43,9,12,"1.70388E-04","2.16520E+02"
43,10,30,"1.05711E-05","2.85041E+01"
43,11,30,"3.47919E-06","4.16130E+01"
43,12,30,"9.08906E-07","3.88165E+01"
44,1,3,"2.29599E-01","1.91505E+04"
44,1,4,"4.35598E-01","1.92792E+04"
44,1,6,"3.65518E-02","2.16347E+04"
44,1,7,"7.10886E-02","2.16568E+04"
44,1,8,"2.04189E-04","2.17925E+04"
44,1,9,"2.87289E-04","2.18336E+04"
44,1,11,"7.15846E-03","2.20328E+04"
44,1,12,"1.37819E-02","2.20363E+04"
44,1,13,"1.36059E-05","2.20778E+04"
44,1,14,"1.89269E-05","2.20782E+04"
44,2,3,"1.50210E-05","2.32100E+02"
44,2,4,"1.04540E-04","3.65200E+02"
44,2,6,"2.61200E-03","2.74115E+03"
44,2,7,"4.43660E-03","2.76339E+03"
44,2,8,"2.49630E-05","2.93870E+03"
44,2,9,"3.72020E-05","2.94360E+03"
44,2,11,"4.34860E-04","3.14971E+03"
44,2,12,"7.45580E-04","3.15324E+03"
44,2,13,"1.22390E-06","3.19475E+03"
44,2,14,"1.82230E-06","3.19511E+03"
44,3,4,"8.21328E-09","1.33100E+02"
44,3,5,"3.23479E-03","2.38199E+03"
44,3,7,"3.45399E-05","2.50680E+03"
44,3,8,"3.76879E-02","2.68326E+03"
44,3,10,"2.90119E-04","2.88966E+03"
44,3,12,"1.75319E-06","2.92114E+03"
44,3,13,"2.11849E-03","2.96265E+03"
44,4,5,"5.19990E-03","2.25279E+03"
44,4,6,"2.31850E-05","2.35620E+03"
44,4,7,"2.19410E-05","2.37790E+03"
44,4,8,"3.80980E-03","2.55433E+03"
44,4,9,"3.38060E-02","2.55858E+03"
44,4,10,"2.92170E-04","2.75656E+03"
44,4,11,"8.96430E-07","2.78451E+03"
44,4,12,"8.55220E-07","2.78804E+03"
44,4,13,"2.11420E-04","2.82955E+03"
44,4,14,"1.86530E-03","2.82991E+03"
44,5,6,"1.25823E-05","9.19700E+01"
44,5,7,"5.03770E-05","1.14740E+02"
44,5,11,"7.78450E-05","5.19840E+02"
44,5,12,"1.16501E-04","5.23370E+02"
44,6,8,"4.21480E-04","1.99200E+02"
44,6,10,"1.67910E-04","3.99920E+02"
44,6,13,"1.76430E-04","4.72910E+02"
44,7,8,"3.12591E-05","1.64760E+02"
44,7,9,"3.09499E-04","1.81400E+02"
44,7,10,"2.00825E-04","3.77150E+02"
44,7,13,"2.20755E-05","4.50140E+02"
44,7,14,"1.82172E-04","4.50500E+02"
44,8,11,"2.24441E-04","2.40340E+02"
44,8,12,"3.91083E-05","2.43870E+02"
44,9,12,"2.31790E-04","2.39390E+02"
44,10,30,"1.34019E-05","3.05649E+01"
44,11,30,"5.74850E-06","4.51373E+01"
44,12,30,"1.52089E-06","4.19319E+01"
45,1,3,"2.33320E-01","2.00737E+04"
45,1,4,"4.41689E-01","2.02161E+04"
45,1,6,"3.75619E-02","2.26988E+04"
45,1,7,"7.30379E-02","2.27236E+04"
45,1,8,"2.24130E-04","2.29096E+04"
45,1,9,"3.14599E-04","2.29168E+04"
45,1,11,"7.47039E-03","2.31322E+04"
45,1,12,"1.44280E-02","2.31362E+04"
45,1,13,"1.82090E-05","2.31808E+04"
45,1,14,"2.52660E-05","2.31812E+04"
45,2,3,"1.51919E-05","2.39700E+02"
45,2,4,"1.11940E-04","3.86700E+02"
45,2,6,"2.98569E-03","2.89084E+03"
45,2,7,"5.03658E-03","2.91572E+03"
45,2,8,"2.99809E-05","3.09850E+03"
45,2,9,"4.47098E-05","3.10370E+03"
45,2,11,"5.10468E-04","3.33236E+03"
45,2,12,"8.69556E-04","3.33642E+03"
45,2,13,"1.76879E-06","3.38096E+03"
45,2,14,"2.63549E-06","3.38139E+03"
45,3,4,"1.00631E-08","1.47000E+02"
45,3,5,"3.28632E-03","2.51910E+03"
45,3,7,"3.65623E-05","2.65060E+03"
45,3,8,"4.05713E-02","2.83444E+03"
45,3,10,"3.13132E-04","3.06298E+03"
45,3,12,"2.03571E-06","3.09672E+03"
45,3,13,"2.76402E-03","3.14126E+03"
45,4,5,"5.39871E-03","2.37655E+03"
45,4,6,"2.46420E-05","2.48410E+03"
45,4,7,"2.32790E-05","2.50840E+03"
45,4,8,"4.09921E-03","2.69208E+03"
45,4,9,"3.63911E-02","2.69678E+03"
45,4,10,"3.18650E-04","2.91598E+03"
45,4,11,"1.03990E-06","2.94566E+03"
45,4,12,"9.91492E-07","2.94972E+03"
45,4,13,"2.75470E-04","2.99426E+03"
45,4,14,"2.42980E-03","2.99469E+03"
45,5,6,"1.20313E-05","9.58000E+01"
45,5,7,"5.04302E-05","1.21290E+02"
45,5,11,"8.50343E-05","5.57110E+02"
45,5,12,"1.26055E-04","5.61170E+02"
45,6,8,"4.30419E-04","2.09000E+02"
45,6,10,"1.83780E-04","4.31630E+02"
45,6,13,"2.46989E-04","5.09910E+02"
45,7,8,"3.09382E-05","1.71630E+02"
45,7,9,"3.08773E-04","1.89200E+02"
45,7,10,"2.20372E-04","4.06140E+02"
45,7,13,"3.07828E-05","4.84420E+02"
45,7,14,"2.53794E-04","4.84850E+02"
45,8,11,"2.97659E-04","2.64190E+02"
45,8,12,"5.13589E-05","2.68250E+02"
45,9,12,"3.08647E-04","2.63180E+02"
45,11,17,"2.51551E-07","5.22800E+01"
45,10,30,"1.66136E-05","3.26863E+01"
45,11,30,"8.66423E-06","4.86000E+01"
45,12,30,"2.38919E-06","4.50424E+01"
46,1,3,"2.36740E-01","2.10202E+04"
46,1,4,"4.47191E-01","2.11771E+04"
46,1,6,"3.85201E-02","2.37911E+04"
46,1,7,"7.48661E-02","2.38187E+04"
46,1,8,"2.44900E-04","2.39950E+04"
46,1,9,"3.42670E-04","2.39950E+04"
46,1,11,"7.78411E-03","2.42613E+04"
46,1,12,"1.50840E-02","2.42659E+04"
46,1,13,"2.43940E-05","2.43129E+04"
46,1,14,"3.35390E-05","2.43133E+04"
46,2,3,"1.57010E-05","2.47400E+02"
46,2,4,"1.22620E-04","4.09400E+02"
46,2,6,"3.59420E-03","3.04543E+03"
46,2,7,"6.02259E-03","3.07298E+03"
46,2,8,"3.78970E-05","3.26372E+03"
46,2,9,"5.65149E-05","3.26958E+03"
46,2,11,"6.23719E-04","3.52032E+03"
46,2,12,"1.05400E-03","3.52491E+03"
46,2,13,"2.70900E-06","3.57186E+03"
46,2,14,"4.01560E-06","3.57233E+03"
46,3,4,"1.24710E-08","1.62000E+02"
46,3,5,"3.35730E-03","2.66028E+03"
46,3,7,"3.86160E-05","2.79890E+03"
46,3,8,"4.34510E-02","2.99025E+03"
46,3,10,"3.37060E-04","3.24159E+03"
46,3,12,"2.31720E-06","3.27751E+03"
46,3,13,"3.61220E-03","3.32446E+03"
46,4,5,"5.59771E-03","2.50343E+03"
46,4,6,"2.61430E-05","2.61480E+03"
46,4,7,"2.46530E-05","2.64230E+03"
46,4,8,"4.39151E-03","2.83331E+03"
46,4,9,"3.89871E-02","2.83864E+03"
46,4,10,"3.46701E-04","3.07959E+03"
46,4,11,"1.18510E-06","3.11092E+03"
46,4,12,"1.12730E-06","3.11551E+03"
46,4,13,"3.59771E-04","3.16246E+03"
46,4,14,"3.15361E-03","3.16293E+03"
46,5,6,"1.18522E-05","9.96900E+01"
46,5,7,"5.19514E-05","1.28140E+02"
